Year;Age1;Age2;Female;Male;Total
1919;7;9;6841;5565;12407
1919;8;0;6190;4976;11167
1919;8;1;5670;4315;9986
1919;8;2;5394;4013;9408
1919;8;3;4958;3724;8682
1919;8;4;4379;3033;7413
1919;8;5;3641;2427;6068
1919;8;6;3045;2030;5075
1919;8;7;2545;1632;4177
1919;8;8;2215;1299;3514
1919;8;9;1782;992;2774
1919;9;0;1237;695;1932
1919;9;1;903;471;1374
1919;9;2;679;314;993
1919;9;3;497;240;737
1919;9;4;326;127;453
1919;9;5;228;111;339
1919;9;6;146;46;192
1919;9;7;89;31;120
1919;9;8;48;22;70
1919;9;9;23;8;31
1919;10;0;19;6;25
1919;10;1;7;5;12
1919;10;2;2;1;3
1919;10;3;2;2;4
1919;10;4;3;2;5
1919;10;5;1;0;1
1919;10;6;0;0;0
1919;10;7;0;0;0
1919;10;8;0;0;0
1919;10;9;0;0;0
1919;11;0;0;0;0
1919;11;1;0;0;0
1919;11;2;0;0;0
1919;11;3;0;0;0
1919;11;4;0;0;0
1919;11;5;0;0;0
1919;11;6;0;0;0
1919;11;7;0;0;0
1919;11;8;0;0;0
1919;11;9;0;0;0
1920;   ;0;38190;49145;87335
1920;   ;1;4816;5032;9848
1920;   ;2;2087;2285;4372
1920;   ;3;1233;1249;2482
1920;   ;4;970;921;1891
1920;   ;5;1243;1177;2420
1920;   ;6;1246;1124;2370
1920;   ;7;1046;1040;2086
1920;   ;8;894;877;1771
1920;   ;9;848;770;1618
1920;1;0;839;758;1597
1920;1;1;810;726;1536
1920;1;2;852;737;1589
1920;1;3;975;797;1772
1920;1;4;1128;886;2014
1920;1;5;1371;1138;2509
1920;1;6;1469;1364;2833
1920;1;7;1631;1581;3212
1920;1;8;1735;1877;3613
1920;1;9;1740;2297;4037
1920;2;0;1895;2326;4222
1920;2;1;1813;2008;3822
1920;2;2;1949;2078;4028
1920;2;3;2100;1948;4049
1920;2;4;2066;1828;3895
1920;2;5;2089;1802;3892
1920;2;6;2068;1748;3817
1920;2;7;2042;1733;3776
1920;2;8;1996;1661;3657
1920;2;9;1948;1753;3701
1920;3;0;2036;1716;3753
1920;3;1;2058;1759;3818
1920;3;2;2100;1785;3886
1920;3;3;1997;1876;3874
1920;3;4;2044;1838;3883
1920;3;5;2143;1958;4102
1920;3;6;2082;1925;4008
1920;3;7;1977;2053;4031
1920;3;8;2125;2081;4207
1920;3;9;1920;2159;4080
1920;4;0;2048;2311;4359
1920;4;1;2093;2420;4513
1920;4;2;2078;2528;4606
1920;4;3;2200;2594;4794
1920;4;4;2327;2891;5218
1920;4;5;2308;2930;5238
1920;4;6;2429;2879;5308
1920;4;7;2435;3088;5523
1920;4;8;2378;2944;5322
1920;4;9;2411;3117;5528
1920;5;0;2671;3407;6078
1920;5;1;2616;3520;6136
1920;5;2;2822;3683;6505
1920;5;3;2905;3940;6846
1920;5;4;3136;4186;7323
1920;5;5;3234;4327;7562
1920;5;6;3322;4537;7860
1920;5;7;3560;4561;8122
1920;5;8;3707;4719;8426
1920;5;9;3891;5097;8988
1920;6;0;4255;5488;9743
1920;6;1;4277;5295;9572
1920;6;2;4488;5271;9759
1920;6;3;4527;5480;10007
1920;6;4;4855;5691;10547
1920;6;5;4830;5754;10585
1920;6;6;5324;5932;11257
1920;6;7;5827;6442;12270
1920;6;8;6262;6712;12975
1920;6;9;6722;6736;13459
1920;7;0;6959;6857;13816
1920;7;1;7313;6893;14206
1920;7;2;7058;6664;13722
1920;7;3;7256;6562;13818
1920;7;4;7687;6854;14541
1920;7;5;8020;7046;15066
1920;7;6;7862;6872;14734
1920;7;7;7747;6608;14355
1920;7;8;7719;6367;14086
1920;7;9;7304;5850;13154
1920;8;0;6974;5329;12303
1920;8;1;6209;4744;10953
1920;8;2;5702;4094;9797
1920;8;3;5200;3700;8901
1920;8;4;4808;3320;8129
1920;8;5;4127;2813;6940
1920;8;6;3318;2097;5416
1920;8;7;2673;1722;4396
1920;8;8;2184;1380;3564
1920;8;9;1822;1057;2879
1920;9;0;1486;813;2299
1920;9;1;976;512;1488
1920;9;2;748;373;1121
1920;9;3;535;242;777
1920;9;4;337;175;512
1920;9;5;270;98;368
1920;9;6;163;52;215
1920;9;7;117;43;160
1920;9;8;59;32;91
1920;9;9;42;27;69
1920;10;0;25;6;31
1920;10;1;16;5;21
1920;10;2;6;1;7
1920;10;3;3;0;3
1920;10;4;1;2;3
1920;10;5;0;0;0
1920;10;6;0;0;0
1920;10;7;0;0;0
1920;10;8;0;0;0
1920;10;9;0;0;0
1920;11;0;0;0;0
1920;11;1;0;0;0
1920;11;2;0;0;0
1920;11;3;0;0;0
1920;11;4;0;0;0
1920;11;5;0;0;0
1920;11;6;0;0;0
1920;11;7;0;0;0
1920;11;8;0;0;0
1920;11;9;0;0;0
1921;   ;0;43741;55963;99705
1921;   ;1;6557;7481;14039
1921;   ;2;1688;1842;3530
1921;   ;3;1071;1121;2192
1921;   ;4;751;775;1526
1921;   ;5;656;636;1292
1921;   ;6;926;886;1812
1921;   ;7;813;964;1777
1921;   ;8;826;806;1632
1921;   ;9;732;708;1440
1921;1;0;695;694;1389
1921;1;1;715;709;1424
1921;1;2;780;711;1491
1921;1;3;869;733;1602
1921;1;4;1053;845;1898
1921;1;5;1251;934;2185
1921;1;6;1379;1127;2506
1921;1;7;1489;1446;2935
1921;1;8;1623;1671;3294
1921;1;9;1798;2551;4349
1921;2;0;1800;2449;4249
1921;2;1;1811;2089;3900
1921;2;2;1850;1889;3739
1921;2;3;1857;1926;3783
1921;2;4;1978;1865;3843
1921;2;5;1846;1714;3560
1921;2;6;1966;1631;3597
1921;2;7;1866;1661;3527
1921;2;8;1870;1585;3455
1921;2;9;1831;1613;3444
1921;3;0;1810;1542;3352
1921;3;1;1806;1627;3433
1921;3;2;1846;1704;3550
1921;3;3;1829;1729;3558
1921;3;4;1870;1890;3760
1921;3;5;1956;1861;3817
1921;3;6;1963;2001;3964
1921;3;7;2023;2037;4060
1921;3;8;2048;2182;4230
1921;3;9;1998;2236;4234
1921;4;0;1983;2281;4264
1921;4;1;2022;2398;4420
1921;4;2;2209;2529;4738
1921;4;3;2161;2690;4851
1921;4;4;2184;2673;4857
1921;4;5;2341;2980;5321
1921;4;6;2422;3148;5570
1921;4;7;2456;3087;5543
1921;4;8;2609;3421;6030
1921;4;9;2435;3178;5613
1921;5;0;2581;3259;5840
1921;5;1;2768;3696;6464
1921;5;2;2708;3738;6446
1921;5;3;2903;3909;6812
1921;5;4;3079;4310;7389
1921;5;5;3275;4493;7768
1921;5;6;3453;4538;7991
1921;5;7;3523;4805;8328
1921;5;8;3858;5065;8923
1921;5;9;4020;5166;9186
1921;6;0;4302;5464;9766
1921;6;1;4619;5786;10405
1921;6;2;4859;5733;10592
1921;6;3;4719;5729;10448
1921;6;4;5008;5904;10913
1921;6;5;5138;6142;11281
1921;6;6;5197;6043;11240
1921;6;7;5695;6318;12014
1921;6;8;6347;6643;12991
1921;6;9;6873;7231;14105
1921;7;0;7188;7388;14577
1921;7;1;7327;7100;14428
1921;7;2;7835;7484;15320
1921;7;3;7262;6638;13901
1921;7;4;7515;6573;14089
1921;7;5;8063;7012;15076
1921;7;6;8016;6973;14990
1921;7;7;8277;6921;15199
1921;7;8;7527;6613;14141
1921;7;9;7636;6233;13870
1921;8;0;7178;5748;12927
1921;8;1;6534;5066;11601
1921;8;2;5969;4602;10572
1921;8;3;5260;3923;9183
1921;8;4;4839;3425;8264
1921;8;5;4493;2973;7466
1921;8;6;3686;2329;6015
1921;8;7;2919;1786;4705
1921;8;8;2310;1364;3674
1921;8;9;1943;1104;3047
1921;9;0;1513;846;2359
1921;9;1;1115;610;1725
1921;9;2;838;390;1228
1921;9;3;540;276;816
1921;9;4;366;177;543
1921;9;5;273;116;389
1921;9;6;168;59;227
1921;9;7;97;37;134
1921;9;8;63;24;87
1921;9;9;37;16;53
1921;10;0;33;12;45
1921;10;1;17;2;19
1921;10;2;7;1;8
1921;10;3;3;0;3
1921;10;4;1;1;2
1921;10;5;0;0;0
1921;10;6;0;0;0
1921;10;7;0;0;0
1921;10;8;0;0;0
1921;10;9;0;0;0
1921;11;0;0;0;0
1921;11;1;0;0;0
1921;11;2;0;0;0
1921;11;3;0;0;0
1921;11;4;0;0;0
1921;11;5;0;0;0
1921;11;6;0;0;0
1921;11;7;0;0;0
1921;11;8;0;0;0
1921;11;9;0;0;0
1922;   ;0;30187;40260;70447
1922;   ;1;5924;6507;12431
1922;   ;2;2319;2474;4794
1922;   ;3;987;1028;2015
1922;   ;4;725;728;1453
1922;   ;5;523;513;1036
1922;   ;6;408;420;828
1922;   ;7;636;660;1296
1922;   ;8;627;658;1285
1922;   ;9;651;651;1302
1922;1;0;613;606;1219
1922;1;1;596;565;1161
1922;1;2;695;608;1303
1922;1;3;804;652;1456
1922;1;4;1001;738;1739
1922;1;5;1191;918;2109
1922;1;6;1330;1095;2425
1922;1;7;1572;1347;2919
1922;1;8;1580;1593;3173
1922;1;9;1732;1737;3469
1922;2;0;1931;1819;3750
1922;2;1;1838;1942;3780
1922;2;2;1786;1904;3690
1922;2;3;1979;1846;3825
1922;2;4;1810;1858;3668
1922;2;5;1961;1829;3790
1922;2;6;1870;1670;3540
1922;2;7;1881;1606;3487
1922;2;8;1886;1638;3524
1922;2;9;1830;1579;3409
1922;3;0;1822;1623;3445
1922;3;1;1796;1623;3419
1922;3;2;1819;1554;3373
1922;3;3;1847;1799;3646
1922;3;4;1842;1886;3728
1922;3;5;1860;1989;3849
1922;3;6;1844;1964;3808
1922;3;7;1946;2182;4128
1922;3;8;1967;2249;4216
1922;3;9;1964;2192;4156
1922;4;0;2040;2337;4378
1922;4;1;2005;2282;4287
1922;4;2;2061;2513;4575
1922;4;3;2202;2689;4892
1922;4;4;2301;2927;5229
1922;4;5;2433;3081;5515
1922;4;6;2569;3306;5876
1922;4;7;2547;3296;5844
1922;4;8;2714;3509;6224
1922;4;9;2907;3755;6663
1922;5;0;2509;3505;6015
1922;5;1;2625;3460;6086
1922;5;2;2929;3958;6888
1922;5;3;2950;4054;7005
1922;5;4;3053;4249;7303
1922;5;5;3345;4617;7962
1922;5;6;3539;4852;8391
1922;5;7;3754;4965;8719
1922;5;8;4009;5207;9217
1922;5;9;4240;5527;9768
1922;6;0;4457;5593;10050
1922;6;1;4648;5766;10414
1922;6;2;4923;6215;11138
1922;6;3;5143;6365;11508
1922;6;4;5157;6376;11533
1922;6;5;5677;6467;12144
1922;6;6;5704;6507;12211
1922;6;7;6019;6518;12537
1922;6;8;6354;6768;13122
1922;6;9;7060;7613;14674
1922;7;0;7500;7724;15225
1922;7;1;7836;8021;15858
1922;7;2;8126;7792;15919
1922;7;3;8465;7914;16380
1922;7;4;8190;7217;15408
1922;7;5;8317;7383;15701
1922;7;6;8811;7552;16363
1922;7;7;8841;7575;16417
1922;7;8;8396;7197;15594
1922;7;9;8176;6772;14949
1922;8;0;7667;6385;14053
1922;8;1;6988;5511;12499
1922;8;2;6777;4985;11762
1922;8;3;5799;4365;10164
1922;8;4;5180;3520;8700
1922;8;5;4553;3040;7594
1922;8;6;4041;2718;6760
1922;8;7;3368;2033;5402
1922;8;8;2458;1591;4050
1922;8;9;2056;1103;3159
1922;9;0;1520;858;2378
1922;9;1;1186;562;1748
1922;9;2;924;449;1373
1922;9;3;620;294;914
1922;9;4;398;203;601
1922;9;5;268;131;399
1922;9;6;194;74;268
1922;9;7;104;38;142
1922;9;8;75;26;101
1922;9;9;47;13;60
1922;10;0;22;13;35
1922;10;1;16;6;22
1922;10;2;7;4;11
1922;10;3;4;1;5
1922;10;4;1;0;1
1922;10;5;0;0;0
1922;10;6;0;0;0
1922;10;7;0;0;0
1922;10;8;0;0;0
1922;10;9;0;0;0
1922;11;0;0;0;0
1922;11;1;0;0;0
1922;11;2;0;0;0
1922;11;3;0;0;0
1922;11;4;0;0;0
1922;11;5;0;0;0
1922;11;6;0;0;0
1922;11;7;0;0;0
1922;11;8;0;0;0
1922;11;9;0;0;0
1923;   ;0;33748;44167;77915
1923;   ;1;7272;8102;15375
1923;   ;2;2769;3035;5804
1923;   ;3;1598;1577;3175
1923;   ;4;723;768;1491
1923;   ;5;578;575;1153
1923;   ;6;478;449;927
1923;   ;7;365;425;790
1923;   ;8;528;549;1077
1923;   ;9;587;561;1148
1923;1;0;609;600;1209
1923;1;1;633;552;1185
1923;1;2;659;542;1201
1923;1;3;774;638;1412
1923;1;4;994;780;1774
1923;1;5;1226;978;2204
1923;1;6;1324;1175;2499
1923;1;7;1428;1307;2735
1923;1;8;1623;1532;3155
1923;1;9;1686;1748;3434
1923;2;0;1891;2038;3929
1923;2;1;1882;1903;3785
1923;2;2;1833;1887;3720
1923;2;3;1791;1888;3679
1923;2;4;1829;1851;3680
1923;2;5;1813;1812;3625
1923;2;6;1882;1725;3607
1923;2;7;1827;1658;3485
1923;2;8;1746;1509;3255
1923;2;9;1777;1510;3287
1923;3;0;1730;1578;3308
1923;3;1;1649;1518;3167
1923;3;2;1597;1623;3220
1923;3;3;1643;1660;3303
1923;3;4;1776;1837;3613
1923;3;5;1854;1774;3628
1923;3;6;1749;1975;3724
1923;3;7;1837;2085;3922
1923;3;8;1882;2085;3967
1923;3;9;1908;2269;4177
1923;4;0;1951;2361;4312
1923;4;1;1921;2312;4233
1923;4;2;2003;2411;4414
1923;4;3;2010;2601;4611
1923;4;4;2109;2815;4924
1923;4;5;2231;2915;5146
1923;4;6;2319;3022;5341
1923;4;7;2546;3220;5766
1923;4;8;2536;3383;5919
1923;4;9;2540;3537;6077
1923;5;0;2789;3920;6709
1923;5;1;2516;3364;5880
1923;5;2;2629;3554;6183
1923;5;3;2854;4037;6891
1923;5;4;2957;4010;6967
1923;5;5;3188;4215;7403
1923;5;6;3429;4728;8157
1923;5;7;3511;4737;8248
1923;5;8;3706;4921;8627
1923;5;9;4186;5380;9566
1923;6;0;4338;5470;9808
1923;6;1;4414;5476;9890
1923;6;2;4560;5896;10456
1923;6;3;5080;6275;11355
1923;6;4;5290;6308;11598
1923;6;5;5163;6038;11201
1923;6;6;5521;6300;11821
1923;6;7;5745;6560;12305
1923;6;8;5746;6294;12040
1923;6;9;6263;6771;13034
1923;7;0;6751;6990;13741
1923;7;1;7138;7304;14443
1923;7;2;7687;7466;15154
1923;7;3;7597;7221;14819
1923;7;4;7874;7318;15193
1923;7;5;7553;6578;14132
1923;7;6;7413;6281;13695
1923;7;7;7673;6805;14479
1923;7;8;7715;6527;14243
1923;7;9;7761;6213;13975
1923;8;0;7230;5910;13140
1923;8;1;6623;5305;11928
1923;8;2;5988;4728;10716
1923;8;3;5475;4108;9583
1923;8;4;4777;3519;8296
1923;8;5;3992;2740;6732
1923;8;6;3625;2293;5918
1923;8;7;3163;1971;5134
1923;8;8;2453;1425;3878
1923;8;9;1891;1094;2985
1923;9;0;1462;775;2237
1923;9;1;1043;557;1600
1923;9;2;837;417;1254
1923;9;3;602;279;881
1923;9;4;395;166;561
1923;9;5;249;115;364
1923;9;6;179;57;236
1923;9;7;108;38;146
1923;9;8;70;18;88
1923;9;9;47;11;58
1923;10;0;25;6;31
1923;10;1;12;6;18
1923;10;2;7;0;7
1923;10;3;2;2;4
1923;10;4;1;0;1
1923;10;5;0;0;0
1923;10;6;0;0;0
1923;10;7;0;0;0
1923;10;8;0;0;0
1923;10;9;0;0;0
1923;11;0;0;0;0
1923;11;1;0;0;0
1923;11;2;0;0;0
1923;11;3;0;0;0
1923;11;4;0;0;0
1923;11;5;0;0;0
1923;11;6;0;0;0
1923;11;7;0;0;0
1923;11;8;0;0;0
1923;11;9;0;0;0
1924;   ;0;29225;39063;68289
1924;   ;1;5979;6712;12691
1924;   ;2;2443;2743;5186
1924;   ;3;1631;1736;3367
1924;   ;4;1064;1066;2130
1924;   ;5;526;574;1100
1924;   ;6;431;481;912
1924;   ;7;346;354;700
1924;   ;8;332;325;657
1924;   ;9;520;499;1019
1924;1;0;557;587;1144
1924;1;1;596;547;1143
1924;1;2;637;564;1201
1924;1;3;771;583;1354
1924;1;4;1020;715;1735
1924;1;5;1136;954;2090
1924;1;6;1421;1129;2550
1924;1;7;1504;1362;2866
1924;1;8;1666;1551;3217
1924;1;9;1717;1746;3463
1924;2;0;1778;2135;3913
1924;2;1;1869;1991;3860
1924;2;2;1977;2055;4032
1924;2;3;1846;1983;3829
1924;2;4;1888;2015;3903
1924;2;5;1900;1893;3793
1924;2;6;1856;1770;3626
1924;2;7;1858;1851;3709
1924;2;8;1776;1641;3417
1924;2;9;1745;1550;3295
1924;3;0;1777;1642;3419
1924;3;1;1717;1655;3372
1924;3;2;1685;1582;3267
1924;3;3;1773;1643;3416
1924;3;4;1732;1760;3492
1924;3;5;1822;1912;3734
1924;3;6;1747;2073;3820
1924;3;7;1714;2095;3809
1924;3;8;1868;2275;4143
1924;3;9;1943;2272;4215
1924;4;0;2062;2440;4502
1924;4;1;2022;2447;4469
1924;4;2;1998;2585;4583
1924;4;3;2035;2682;4717
1924;4;4;2200;2871;5071
1924;4;5;2224;3154;5378
1924;4;6;2402;3141;5543
1924;4;7;2578;3394;5972
1924;4;8;2580;3663;6243
1924;4;9;2883;3771;6655
1924;5;0;2801;3824;6625
1924;5;1;2880;3863;6743
1924;5;2;2610;3966;6576
1924;5;3;2901;3845;6747
1924;5;4;3261;4339;7601
1924;5;5;3098;4459;7558
1924;5;6;3327;4681;8009
1924;5;7;3699;5243;8943
1924;5;8;3828;5269;9098
1924;5;9;4155;5467;9623
1924;6;0;4520;5792;10312
1924;6;1;4566;6077;10643
1924;6;2;4822;6140;10962
1924;6;3;5044;6356;11400
1924;6;4;5484;6731;12215
1924;6;5;5814;6773;12587
1924;6;6;5750;6524;12274
1924;6;7;5942;6770;12712
1924;6;8;6191;6904;13095
1924;6;9;6378;6900;13278
1924;7;0;6817;7485;14303
1924;7;1;7173;7466;14640
1924;7;2;7921;7900;15822
1924;7;3;8293;7980;16274
1924;7;4;8495;7710;16206
1924;7;5;8565;7671;16237
1924;7;6;8042;6654;14697
1924;7;7;7898;6510;14408
1924;7;8;8134;6822;14957
1924;7;9;7944;6561;14505
1924;8;0;7530;6023;13553
1924;8;1;6956;5558;12515
1924;8;2;6449;5061;11511
1924;8;3;5874;4354;10229
1924;8;4;5110;3665;8776
1924;8;5;4350;2967;7317
1924;8;6;3430;2365;5795
1924;8;7;3097;2003;5100
1924;8;8;2754;1579;4333
1924;8;9;2033;1150;3183
1924;9;0;1534;821;2355
1924;9;1;1128;574;1702
1924;9;2;831;421;1252
1924;9;3;637;319;956
1924;9;4;459;194;653
1924;9;5;258;99;357
1924;9;6;178;71;249
1924;9;7;98;42;140
1924;9;8;75;19;94
1924;9;9;44;16;60
1924;10;0;20;9;29
1924;10;1;15;4;19
1924;10;2;10;2;12
1924;10;3;1;1;2
1924;10;4;0;0;0
1924;10;5;0;0;0
1924;10;6;0;0;0
1924;10;7;0;0;0
1924;10;8;0;0;0
1924;10;9;0;0;0
1924;11;0;0;0;0
1924;11;1;0;0;0
1924;11;2;0;0;0
1924;11;3;0;0;0
1924;11;4;0;0;0
1924;11;5;0;0;0
1924;11;6;0;0;0
1924;11;7;0;0;0
1924;11;8;0;0;0
1924;11;9;0;0;0
1925;   ;0;31298;41630;72928
1925;   ;1;7070;7895;14966
1925;   ;2;2798;2993;5791
1925;   ;3;1718;1941;3659
1925;   ;4;1374;1425;2799
1925;   ;5;988;979;1967
1925;   ;6;535;562;1097
1925;   ;7;444;400;844
1925;   ;8;311;356;667
1925;   ;9;337;310;647
1925;1;0;486;526;1012
1925;1;1;583;594;1177
1925;1;2;683;638;1321
1925;1;3;823;667;1490
1925;1;4;946;774;1720
1925;1;5;1244;1006;2250
1925;1;6;1389;1199;2588
1925;1;7;1593;1410;3003
1925;1;8;1761;1587;3348
1925;1;9;1787;1800;3587
1925;2;0;1944;1989;3933
1925;2;1;1835;2063;3898
1925;2;2;2020;2009;4029
1925;2;3;2018;2068;4086
1925;2;4;1922;1987;3909
1925;2;5;1904;2056;3960
1925;2;6;1779;1938;3717
1925;2;7;1840;1899;3739
1925;2;8;1823;1877;3700
1925;2;9;1731;1808;3539
1925;3;0;1684;1800;3484
1925;3;1;1763;1722;3485
1925;3;2;1724;1693;3417
1925;3;3;1699;1709;3408
1925;3;4;1796;1886;3682
1925;3;5;1794;2029;3823
1925;3;6;1849;1938;3787
1925;3;7;1796;2158;3954
1925;3;8;1815;2321;4136
1925;3;9;1921;2365;4286
1925;4;0;2055;2558;4613
1925;4;1;2069;2641;4710
1925;4;2;2043;2737;4780
1925;4;3;2181;2823;5004
1925;4;4;2106;2964;5070
1925;4;5;2269;3093;5362
1925;4;6;2237;3324;5561
1925;4;7;2496;3583;6079
1925;4;8;2580;3686;6266
1925;4;9;2882;4106;6988
1925;5;0;2875;4177;7052
1925;5;1;2988;4234;7222
1925;5;2;3210;4534;7744
1925;5;3;2931;4111;7042
1925;5;4;3010;4287;7297
1925;5;5;3403;4725;8128
1925;5;6;3351;4757;8108
1925;5;7;3608;5140;8748
1925;5;8;3928;5445;9373
1925;5;9;4013;5778;9791
1925;6;0;4340;5973;10313
1925;6;1;4723;5997;10720
1925;6;2;5001;6326;11327
1925;6;3;5215;6596;11811
1925;6;4;5447;6983;12430
1925;6;5;5819;7150;12970
1925;6;6;6053;7091;13145
1925;6;7;6116;6990;13107
1925;6;8;6487;7216;13704
1925;6;9;6558;7419;13978
1925;7;0;6796;7230;14027
1925;7;1;7171;7609;14781
1925;7;2;7847;7922;15770
1925;7;3;7986;8048;16035
1925;7;4;8699;8165;16865
1925;7;5;8508;7673;16182
1925;7;6;8694;7556;16251
1925;7;7;8098;6729;14828
1925;7;8;8066;6501;14567
1925;7;9;8247;6583;14830
1925;8;0;8057;6420;14478
1925;8;1;7281;5798;13079
1925;8;2;6826;5309;12135
1925;8;3;6144;4640;10784
1925;8;4;5567;3942;9509
1925;8;5;4675;3255;7930
1925;8;6;4020;2639;6659
1925;8;7;3208;2087;5295
1925;8;8;2762;1618;4380
1925;8;9;2301;1327;3628
1925;9;0;1785;963;2748
1925;9;1;1323;658;1981
1925;9;2;939;425;1364
1925;9;3;691;319;1010
1925;9;4;467;200;667
1925;9;5;331;139;470
1925;9;6;213;56;269
1925;9;7;136;38;174
1925;9;8;60;18;78
1925;9;9;50;24;74
1925;10;0;16;11;27
1925;10;1;14;3;17
1925;10;2;7;1;8
1925;10;3;5;1;6
1925;10;4;0;0;0
1925;10;5;0;0;0
1925;10;6;0;0;0
1925;10;7;0;0;0
1925;10;8;0;0;0
1925;10;9;0;0;0
1925;11;0;0;0;0
1925;11;1;0;0;0
1925;11;2;0;0;0
1925;11;3;0;0;0
1925;11;4;0;0;0
1925;11;5;0;0;0
1925;11;6;0;0;0
1925;11;7;0;0;0
1925;11;8;0;0;0
1925;11;9;0;0;0
1926;   ;0;34089;44551;78640
1926;   ;1;7442;8042;15484
1926;   ;2;2734;2916;5650
1926;   ;3;1790;1832;3622
1926;   ;4;1344;1433;2777
1926;   ;5;1161;1183;2344
1926;   ;6;801;910;1711
1926;   ;7;475;455;930
1926;   ;8;390;433;823
1926;   ;9;347;345;692
1926;1;0;302;281;583
1926;1;1;513;547;1060
1926;1;2;666;575;1241
1926;1;3;788;694;1482
1926;1;4;1045;767;1812
1926;1;5;1286;949;2235
1926;1;6;1425;1166;2591
1926;1;7;1581;1483;3064
1926;1;8;1708;1551;3259
1926;1;9;1909;1842;3751
1926;2;0;1936;2307;4243
1926;2;1;1979;2050;4029
1926;2;2;1921;1935;3856
1926;2;3;2040;2069;4109
1926;2;4;2019;2132;4151
1926;2;5;2006;1992;3998
1926;2;6;1903;2035;3938
1926;2;7;1832;1919;3751
1926;2;8;1722;1965;3687
1926;2;9;1862;1875;3737
1926;3;0;1791;1784;3575
1926;3;1;1780;1743;3523
1926;3;2;1750;1743;3493
1926;3;3;1719;1796;3515
1926;3;4;1786;1803;3589
1926;3;5;1805;1885;3690
1926;3;6;1754;1984;3738
1926;3;7;1750;2137;3887
1926;3;8;1939;2302;4241
1926;3;9;1971;2456;4427
1926;4;0;2065;2562;4627
1926;4;1;2063;2623;4686
1926;4;2;2132;2634;4766
1926;4;3;2181;2686;4867
1926;4;4;2271;2964;5235
1926;4;5;2247;2963;5210
1926;4;6;2398;3159;5557
1926;4;7;2480;3322;5802
1926;4;8;2653;3615;6268
1926;4;9;2821;3768;6589
1926;5;0;2882;4256;7138
1926;5;1;2990;4100;7090
1926;5;2;3123;4335;7458
1926;5;3;3231;4602;7833
1926;5;4;3114;4203;7317
1926;5;5;3307;4396;7703
1926;5;6;3603;4736;8339
1926;5;7;3477;4947;8424
1926;5;8;3679;5271;8950
1926;5;9;4108;5626;9734
1926;6;0;4386;5868;10254
1926;6;1;4500;6024;10524
1926;6;2;4797;6307;11104
1926;6;3;5353;6553;11906
1926;6;4;5444;6772;12216
1926;6;5;5581;7006;12587
1926;6;6;6224;7140;13364
1926;6;7;6161;7266;13427
1926;6;8;6346;7166;13512
1926;6;9;6725;7426;14151
1926;7;0;6989;7425;14414
1926;7;1;6766;7190;13956
1926;7;2;7392;7489;14881
1926;7;3;7932;7892;15824
1926;7;4;8460;8180;16640
1926;7;5;8867;8058;16925
1926;7;6;8550;7456;16006
1926;7;7;8911;7376;16287
1926;7;8;7887;6593;14480
1926;7;9;7671;6218;13889
1926;8;0;7825;6181;14006
1926;8;1;7264;5736;13000
1926;8;2;6932;5171;12103
1926;8;3;6186;4670;10856
1926;8;4;5642;3935;9577
1926;8;5;4838;3273;8111
1926;8;6;4196;2615;6811
1926;8;7;3412;2053;5465
1926;8;8;2622;1591;4213
1926;8;9;2142;1188;3330
1926;9;0;1679;978;2657
1926;9;1;1296;661;1957
1926;9;2;882;443;1325
1926;9;3;625;305;930
1926;9;4;453;182;635
1926;9;5;291;122;413
1926;9;6;191;92;283
1926;9;7;114;47;161
1926;9;8;58;40;98
1926;9;9;45;26;71
1926;10;0;21;13;34
1926;10;1;20;2;22
1926;10;2;8;1;9
1926;10;3;3;3;6
1926;10;4;1;1;2
1926;10;5;0;0;0
1926;10;6;0;0;0
1926;10;7;0;0;0
1926;10;8;0;0;0
1926;10;9;0;0;0
1926;11;0;0;0;0
1926;11;1;0;0;0
1926;11;2;0;0;0
1926;11;3;0;0;0
1926;11;4;0;0;0
1926;11;5;0;0;0
1926;11;6;0;0;0
1926;11;7;0;0;0
1926;11;8;0;0;0
1926;11;9;0;0;0
1927;   ;0;28812;37506;66318
1927;   ;1;6279;6872;13151
1927;   ;2;2579;2783;5362
1927;   ;3;1611;1700;3311
1927;   ;4;1424;1534;2958
1927;   ;5;1025;1058;2083
1927;   ;6;765;850;1615
1927;   ;7;818;791;1609
1927;   ;8;397;392;789
1927;   ;9;317;353;670
1927;1;0;292;267;559
1927;1;1;351;318;669
1927;1;2;559;491;1050
1927;1;3;725;580;1305
1927;1;4;903;765;1668
1927;1;5;1056;898;1954
1927;1;6;1263;1079;2342
1927;1;7;1490;1337;2827
1927;1;8;1618;1563;3181
1927;1;9;1799;1743;3542
1927;2;0;1817;1858;3675
1927;2;1;1939;1922;3861
1927;2;2;1909;1913;3822
1927;2;3;1924;1923;3847
1927;2;4;1894;1966;3860
1927;2;5;1882;2010;3892
1927;2;6;1802;1969;3771
1927;2;7;1757;1864;3621
1927;2;8;1729;1882;3611
1927;2;9;1684;1949;3633
1927;3;0;1800;1892;3692
1927;3;1;1656;1726;3382
1927;3;2;1625;1667;3292
1927;3;3;1790;1694;3484
1927;3;4;1659;1823;3482
1927;3;5;1644;1795;3439
1927;3;6;1602;1766;3368
1927;3;7;1786;1928;3714
1927;3;8;1754;1950;3704
1927;3;9;1891;2181;4072
1927;4;0;1841;2221;4062
