Year;Age1;Age2;Female;Male;Total
1983;5;0;989;2583;3572
1983;5;1;1117;2892;4009
1983;5;2;1275;3208;4483
1983;5;3;1323;3309;4632
1983;5;4;1428;3441;4869
1983;5;5;1434;3843;5277
1983;5;6;1568;3892;5460
1983;5;7;1679;4091;5770
1983;5;8;1833;4435;6268
1983;5;9;1995;4438;6433
1983;6;0;2053;4761;6814
1983;6;1;2331;5171;7502
1983;6;2;2535;5638;8173
1983;6;3;2403;5215;7618
1983;6;4;1536;3466;5002
1983;6;5;1656;3590;5246
1983;6;6;1658;3301;4959
1983;6;7;1787;3418;5205
1983;6;8;3181;5804;8985
1983;6;9;3977;7003;10980
1983;7;0;4415;7621;12036
1983;7;1;4817;7666;12483
1983;7;2;5268;8016;13284
1983;7;3;6028;8670;14698
1983;7;4;6614;9088;15702
1983;7;5;7371;9252;16623
1983;7;6;7930;9474;17404
1983;7;7;8740;9760;18500
1983;7;8;9348;9739;19087
1983;7;9;9960;9578;19538
1983;8;0;10711;9478;20189
1983;8;1;11489;9432;20921
1983;8;2;11827;8651;20478
1983;8;3;11661;8345;20006
1983;8;4;11461;7253;18714
1983;8;5;11181;6403;17584
1983;8;6;11188;5621;16809
1983;8;7;10248;4596;14844
1983;8;8;9630;3704;13334
1983;8;9;8894;3172;12066
1983;9;0;7606;2675;10281
1983;9;1;6433;2176;8609
1983;9;2;5351;1713;7064
1983;9;3;4595;1368;5963
1983;9;4;3602;1036;4638
1983;9;5;2677;695;3372
1983;9;6;1960;480;2440
1983;9;7;1384;333;1717
1983;9;8;998;214;1212
1983;9;9;664;164;828
1983;10;0;501;133;634
1983;10;1;266;56;322
1983;10;2;168;31;199
1983;10;3;85;18;103
1983;10;4;50;5;55
1983;10;5;35;4;39
1983;10;6;10;2;12
1983;10;7;3;0;3
1983;10;8;3;0;3
1983;10;9;3;0;3
1983;11;0;0;0;0
1983;11;1;0;0;0
1983;11;2;0;0;0
1983;11;3;0;0;0
1983;11;4;0;0;0
1983;11;5;0;0;0
1983;11;6;0;0;0
1983;11;7;0;0;0
1983;11;8;0;0;0
1983;11;9;0;0;0
1984;   ;0;2702;3597;6299
1984;   ;1;233;303;536
1984;   ;2;152;235;387
1984;   ;3;111;180;291
1984;   ;4;114;149;263
1984;   ;5;85;136;221
1984;   ;6;78;118;196
1984;   ;7;66;114;180
1984;   ;8;78;90;168
1984;   ;9;81;125;206
1984;1;0;64;109;173
1984;1;1;80;111;191
1984;1;2;90;123;213
1984;1;3;88;156;244
1984;1;4;97;192;289
1984;1;5;149;240;389
1984;1;6;165;345;510
1984;1;7;189;411;600
1984;1;8;232;573;805
1984;1;9;204;671;875
1984;2;0;216;761;977
1984;2;1;222;784;1006
1984;2;2;241;746;987
1984;2;3;234;722;956
1984;2;4;235;709;944
1984;2;5;251;668;919
1984;2;6;247;665;912
1984;2;7;244;669;913
1984;2;8;263;671;934
1984;2;9;277;723;1000
1984;3;0;283;699;982
1984;3;1;314;694;1008
1984;3;2;330;712;1042
1984;3;3;354;801;1155
1984;3;4;382;856;1238
1984;3;5;364;861;1225
1984;3;6;431;1006;1437
1984;3;7;435;993;1428
1984;3;8;441;959;1400
1984;3;9;395;881;1276
1984;4;0;458;986;1444
1984;4;1;419;967;1386
1984;4;2;431;1003;1434
1984;4;3;451;1010;1461
1984;4;4;536;1273;1809
1984;4;5;637;1379;2016
1984;4;6;645;1605;2250
1984;4;7;717;1794;2511
1984;4;8;797;1937;2734
1984;4;9;874;2175;3049
1984;5;0;919;2445;3364
1984;5;1;1060;2656;3716
1984;5;2;1198;3038;4236
1984;5;3;1248;3217;4465
1984;5;4;1332;3513;4845
1984;5;5;1402;3757;5159
1984;5;6;1518;3887;5405
1984;5;7;1686;4125;5811
1984;5;8;1738;4463;6201
1984;5;9;1781;4589;6370
1984;6;0;1978;4779;6757
1984;6;1;2163;4964;7127
1984;6;2;2391;5420;7811
1984;6;3;2620;5911;8531
1984;6;4;2432;5379;7811
1984;6;5;1686;3560;5246
1984;6;6;1737;3481;5218
1984;6;7;1689;3326;5015
1984;6;8;1906;3573;5479
1984;6;9;3392;5927;9319
1984;7;0;4184;7171;11355
1984;7;1;4682;7699;12381
1984;7;2;5051;7765;12816
1984;7;3;5585;8054;13639
1984;7;4;6270;8721;14991
1984;7;5;7001;9074;16075
1984;7;6;7586;9188;16774
1984;7;7;8227;9256;17483
1984;7;8;8766;9319;18085
1984;7;9;9574;9588;19162
1984;8;0;10101;9122;19223
1984;8;1;10862;8888;19750
1984;8;2;11337;8714;20051
1984;8;3;11389;8118;19507
1984;8;4;11159;7292;18451
1984;8;5;10843;6487;17330
1984;8;6;10700;5720;16420
1984;8;7;10293;4831;15124
1984;8;8;9257;3902;13159
1984;8;9;8270;3154;11424
1984;9;0;7599;2566;10165
1984;9;1;6452;2135;8587
1984;9;2;5363;1632;6995
1984;9;3;4233;1333;5566
1984;9;4;3424;936;4360
1984;9;5;2620;703;3323
1984;9;6;2036;494;2530
1984;9;7;1409;333;1742
1984;9;8;939;222;1161
1984;9;9;669;133;802
1984;10;0;459;115;574
1984;10;1;284;45;329
1984;10;2;145;32;177
1984;10;3;87;14;101
1984;10;4;57;7;64
1984;10;5;25;7;32
1984;10;6;7;1;8
1984;10;7;14;0;14
1984;10;8;4;0;4
1984;10;9;1;0;1
1984;11;0;0;0;0
1984;11;1;0;0;0
1984;11;2;0;0;0
1984;11;3;0;0;0
1984;11;4;0;0;0
1984;11;5;0;0;0
1984;11;6;0;0;0
1984;11;7;0;0;0
1984;11;8;0;0;0
1984;11;9;0;0;0
1985;   ;0;2648;3741;6389
1985;   ;1;255;297;552
1985;   ;2;139;178;317
1985;   ;3;117;177;294
1985;   ;4;103;118;221
1985;   ;5;84;119;203
1985;   ;6;82;115;197
1985;   ;7;84;105;189
1985;   ;8;66;105;171
1985;   ;9;62;88;150
1985;1;0;69;109;178
1985;1;1;55;109;164
1985;1;2;88;120;208
1985;1;3;73;142;215
1985;1;4;109;193;302
1985;1;5;129;252;381
1985;1;6;147;302;449
1985;1;7;167;431;598
1985;1;8;199;545;744
1985;1;9;231;608;839
1985;2;0;234;670;904
1985;2;1;229;697;926
1985;2;2;231;708;939
1985;2;3;217;680;897
1985;2;4;224;677;901
1985;2;5;233;680;913
1985;2;6;242;672;914
1985;2;7;246;651;897
1985;2;8;250;648;898
1985;2;9;267;640;907
1985;3;0;310;679;989
1985;3;1;298;697;995
1985;3;2;316;709;1025
1985;3;3;324;768;1092
1985;3;4;345;804;1149
1985;3;5;402;888;1290
1985;3;6;450;987;1437
1985;3;7;443;996;1439
1985;3;8;498;1062;1560
1985;3;9;443;1023;1466
1985;4;0;394;1004;1398
1985;4;1;443;1018;1461
1985;4;2;461;1077;1538
1985;4;3;444;1067;1511
1985;4;4;425;1103;1528
1985;4;5;573;1394;1967
1985;4;6;604;1549;2153
1985;4;7;687;1722;2409
1985;4;8;736;1909;2645
1985;4;9;862;2080;2942
1985;5;0;965;2346;3311
1985;5;1;1022;2600;3622
1985;5;2;1109;2940;4049
1985;5;3;1248;3130;4378
1985;5;4;1341;3474;4815
1985;5;5;1380;3821;5201
1985;5;6;1537;3807;5344
1985;5;7;1540;4170;5710
1985;5;8;1739;4510;6249
1985;5;9;1953;4523;6476
1985;6;0;1942;4705;6647
1985;6;1;2128;5037;7165
1985;6;2;2273;5134;7407
1985;6;3;2505;5830;8335
1985;6;4;2834;6099;8933
1985;6;5;2698;5626;8324
1985;6;6;1779;3648;5427
1985;6;7;1847;3713;5560
1985;6;8;1900;3514;5414
1985;6;9;2036;3732;5768
1985;7;0;3625;6222;9847
1985;7;1;4604;7380;11984
1985;7;2;5071;8069;13140
1985;7;3;5540;8181;13721
1985;7;4;6210;8463;14673
1985;7;5;6751;9065;15816
1985;7;6;7656;9448;17104
1985;7;7;8291;9417;17708
1985;7;8;9029;9382;18411
1985;7;9;9679;9591;19270
1985;8;0;10370;9592;19962
1985;8;1;10914;9364;20278
1985;8;2;11529;9163;20692
1985;8;3;11899;8553;20452
1985;8;4;11650;7771;19421
1985;8;5;11597;6943;18540
1985;8;6;11057;6207;17264
1985;8;7;10548;5285;15833
1985;8;8;10184;4333;14517
1985;8;9;8665;3558;12223
1985;9;0;7869;2727;10596
1985;9;1;6979;2260;9239
1985;9;2;5598;1726;7324
1985;9;3;4480;1359;5839
1985;9;4;3714;1141;4855
1985;9;5;2779;722;3501
1985;9;6;2165;539;2704
1985;9;7;1603;357;1960
1985;9;8;1092;204;1296
1985;9;9;729;155;884
1985;10;0;512;119;631
1985;10;1;304;64;368
1985;10;2;174;28;202
1985;10;3;111;14;125
1985;10;4;58;8;66
1985;10;5;26;7;33
1985;10;6;8;1;9
1985;10;7;10;1;11
1985;10;8;9;1;10
1985;10;9;1;0;1
1985;11;0;0;0;0
1985;11;1;0;0;0
1985;11;2;0;0;0
1985;11;3;0;0;0
1985;11;4;0;0;0
1985;11;5;0;0;0
1985;11;6;0;0;0
1985;11;7;0;0;0
1985;11;8;0;0;0
1985;11;9;0;0;0
1986;   ;0;2650;3607;6257
1986;   ;1;213;277;490
1986;   ;2;150;181;331
1986;   ;3;118;153;271
1986;   ;4;106;153;259
1986;   ;5;81;127;208
1986;   ;6;86;97;183
1986;   ;7;65;111;176
1986;   ;8;80;110;190
1986;   ;9;54;103;157
1986;1;0;58;98;156
1986;1;1;65;106;171
1986;1;2;65;110;175
1986;1;3;76;119;195
1986;1;4;115;179;294
1986;1;5;108;215;323
1986;1;6;162;305;467
1986;1;7;182;425;607
1986;1;8;222;536;758
1986;1;9;213;611;824
1986;2;0;241;691;932
1986;2;1;211;676;887
1986;2;2;209;730;939
1986;2;3;203;695;898
1986;2;4;218;626;844
1986;2;5;230;642;872
1986;2;6;227;671;898
1986;2;7;247;636;883
1986;2;8;251;633;884
1986;2;9;231;640;871
1986;3;0;256;678;934
1986;3;1;292;719;1011
1986;3;2;291;726;1017
1986;3;3;315;839;1154
1986;3;4;358;798;1156
1986;3;5;363;867;1230
1986;3;6;449;945;1394
1986;3;7;423;1058;1481
1986;3;8;477;1096;1573
1986;3;9;476;1172;1648
1986;4;0;503;1113;1616
1986;4;1;426;1032;1458
1986;4;2;463;1180;1643
1986;4;3;511;1165;1676
1986;4;4;524;1222;1746
1986;4;5;486;1212;1698
1986;4;6;603;1474;2077
1986;4;7;688;1604;2292
1986;4;8;729;1780;2509
1986;4;9;785;1994;2779
1986;5;0;911;2140;3051
1986;5;1;1007;2453;3460
1986;5;2;1044;2904;3948
1986;5;3;1191;3099;4290
1986;5;4;1289;3366;4655
1986;5;5;1398;3753;5151
1986;5;6;1478;3882;5360
1986;5;7;1555;4020;5575
1986;5;8;1705;4212;5917
1986;5;9;1813;4441;6254
1986;6;0;2043;4823;6866
1986;6;1;2045;4952;6997
1986;6;2;2247;5196;7443
1986;6;3;2418;5471;7889
1986;6;4;2746;5812;8558
1986;6;5;2939;6296;9235
1986;6;6;2760;5856;8616
1986;6;7;1876;3693;5569
1986;6;8;2021;3895;5916
1986;6;9;1993;3662;5655
1986;7;0;2275;3887;6162
1986;7;1;3856;6450;10306
1986;7;2;4865;7742;12607
1986;7;3;5543;8278;13821
1986;7;4;5817;8036;13853
1986;7;5;6513;8581;15094
1986;7;6;7480;9110;16590
1986;7;7;8113;9439;17552
1986;7;8;8775;9441;18216
1986;7;9;9279;9531;18810
1986;8;0;10042;9153;19195
1986;8;1;10813;9044;19857
1986;8;2;11398;8824;20222
1986;8;3;11644;8555;20199
1986;8;4;11869;8133;20002
1986;8;5;11691;7225;18916
1986;8;6;11106;6289;17395
1986;8;7;10573;5380;15953
1986;8;8;9924;4516;14440
1986;8;9;9430;3746;13176
1986;9;0;7900;2931;10831
1986;9;1;6893;2268;9161
1986;9;2;5840;1756;7596
1986;9;3;4771;1339;6110
1986;9;4;3870;1039;4909
1986;9;5;2848;733;3581
1986;9;6;2235;526;2761
1986;9;7;1661;365;2026
1986;9;8;1140;198;1338
1986;9;9;714;156;870
1986;10;0;524;120;644
1986;10;1;315;61;376
1986;10;2;164;27;191
1986;10;3;113;21;134
1986;10;4;68;9;77
1986;10;5;21;3;24
1986;10;6;22;1;23
1986;10;7;5;3;8
1986;10;8;3;0;3
1986;10;9;0;0;0
1986;11;0;0;0;0
1986;11;1;0;0;0
1986;11;2;0;0;0
1986;11;3;0;0;0
1986;11;4;0;0;0
1986;11;5;0;0;0
1986;11;6;0;0;0
1986;11;7;0;0;0
1986;11;8;0;0;0
1986;11;9;0;0;0
1987;   ;0;2445;3572;6017
1987;   ;1;218;272;490
1987;   ;2;120;177;297
1987;   ;3;106;138;244
1987;   ;4;90;122;212
1987;   ;5;99;125;224
1987;   ;6;84;106;190
1987;   ;7;76;109;185
1987;   ;8;60;97;157
1987;   ;9;58;84;142
1987;1;0;47;90;137
1987;1;1;60;81;141
1987;1;2;63;110;173
1987;1;3;79;121;200
1987;1;4;94;160;254
1987;1;5;116;203;319
1987;1;6;121;282;403
1987;1;7;152;367;519
1987;1;8;164;485;649
1987;1;9;199;571;770
1987;2;0;202;640;842
1987;2;1;181;619;800
1987;2;2;196;647;843
1987;2;3;220;698;918
1987;2;4;213;599;812
1987;2;5;218;627;845
1987;2;6;195;634;829
1987;2;7;215;639;854
1987;2;8;243;673;916
1987;2;9;262;661;923
1987;3;0;274;673;947
1987;3;1;272;755;1027
1987;3;2;301;725;1026
1987;3;3;290;715;1005
1987;3;4;334;806;1140
1987;3;5;367;881;1248
1987;3;6;417;962;1379
1987;3;7;441;976;1417
1987;3;8;463;1095;1558
1987;3;9;528;1149;1677
1987;4;0;519;1221;1740
1987;4;1;527;1168;1695
1987;4;2;483;1160;1643
1987;4;3;499;1188;1687
1987;4;4;534;1252;1786
1987;4;5;500;1230;1730
1987;4;6;542;1220;1762
1987;4;7;640;1530;2170
1987;4;8;733;1736;2469
1987;4;9;745;1948;2693
1987;5;0;890;2089;2979
1987;5;1;925;2343;3268
1987;5;2;1029;2542;3571
1987;5;3;1102;2841;3943
1987;5;4;1262;3149;4411
1987;5;5;1387;3436;4823
1987;5;6;1412;3721;5133
1987;5;7;1546;3809;5355
1987;5;8;1594;4162;5756
1987;5;9;1766;4377;6143
1987;6;0;1851;4610;6461
1987;6;1;1958;4811;6769
1987;6;2;2164;5080;7244
1987;6;3;2321;5247;7568
1987;6;4;2452;5581;8033
1987;6;5;2836;6030;8866
1987;6;6;3120;6438;9558
1987;6;7;2908;5907;8815
1987;6;8;2074;3918;5992
1987;6;9;2094;3771;5865
1987;7;0;2003;3707;5710
1987;7;1;2302;3874;6176
1987;7;2;4103;6619;10722
1987;7;3;5092;7682;12774
1987;7;4;5723;8183;13906
1987;7;5;6138;8195;14333
1987;7;6;6709;8514;15223
1987;7;7;7766;8848;16614
1987;7;8;8281;9053;17334
1987;7;9;8909;8982;17891
1987;8;0;9706;9058;18764
1987;8;1;10173;8977;19150
1987;8;2;10549;8470;19019
1987;8;3;10946;8117;19063
1987;8;4;11294;7786;19080
1987;8;5;11334;7210;18544
1987;8;6;10687;6408;17095
1987;8;7;10152;5573;15725
1987;8;8;9538;4350;13888
1987;8;9;9101;3780;12881
1987;9;0;8021;3164;11185
1987;9;1;6630;2350;8980
1987;9;2;5825;1800;7625
1987;9;3;4758;1404;6162
1987;9;4;3768;1056;4824
1987;9;5;2917;700;3617
1987;9;6;2205;544;2749
1987;9;7;1531;355;1886
1987;9;8;1170;242;1412
1987;9;9;754;171;925
1987;10;0;549;100;649
1987;10;1;315;56;371
1987;10;2;199;29;228
1987;10;3;121;18;139
1987;10;4;56;10;66
1987;10;5;39;6;45
1987;10;6;24;2;26
1987;10;7;10;6;16
1987;10;8;10;0;10
1987;10;9;2;0;2
1987;11;0;0;0;0
1987;11;1;0;0;0
1987;11;2;0;0;0
1987;11;3;0;0;0
1987;11;4;0;0;0
1987;11;5;0;0;0
1987;11;6;0;0;0
1987;11;7;0;0;0
1987;11;8;0;0;0
1987;11;9;0;0;0
1988;   ;0;2512;3532;6044
1988;   ;1;234;289;523
1988;   ;2;119;184;303
1988;   ;3;104;142;246
1988;   ;4;85;111;196
1988;   ;5;72;116;188
1988;   ;6;71;95;166
1988;   ;7;63;91;154
1988;   ;8;58;97;155
1988;   ;9;62;84;146
1988;1;0;61;65;126
1988;1;1;56;88;144
1988;1;2;58;97;155
1988;1;3;71;113;184
1988;1;4;71;131;202
1988;1;5;113;205;318
1988;1;6;136;294;430
1988;1;7;158;389;547
1988;1;8;173;538;711
1988;1;9;196;582;778
1988;2;0;185;617;802
1988;2;1;200;646;846
1988;2;2;205;693;898
1988;2;3;189;668;857
1988;2;4;226;666;892
1988;2;5;209;650;859
1988;2;6;245;592;837
1988;2;7;230;644;874
1988;2;8;244;652;896
1988;2;9;243;658;901
1988;3;0;266;682;948
1988;3;1;272;679;951
1988;3;2;282;767;1049
1988;3;3;307;807;1114
1988;3;4;334;839;1173
1988;3;5;374;894;1268
1988;3;6;425;941;1366
1988;3;7;454;1022;1476
1988;3;8;449;1048;1497
1988;3;9;482;1210;1692
1988;4;0;523;1247;1770
1988;4;1;588;1312;1900
1988;4;2;582;1269;1851
1988;4;3;497;1221;1718
1988;4;4;589;1309;1898
1988;4;5;589;1332;1921
1988;4;6;564;1270;1834
1988;4;7;577;1305;1882
1988;4;8;668;1674;2342
1988;4;9;745;1782;2527
1988;5;0;815;2035;2850
1988;5;1;906;2246;3152
1988;5;2;992;2389;3381
1988;5;3;1170;2643;3813
1988;5;4;1142;2986;4128
1988;5;5;1211;3303;4514
1988;5;6;1376;3615;4991
1988;5;7;1583;4005;5588
1988;5;8;1640;4073;5713
1988;5;9;1668;4248;5916
1988;6;0;1826;4653;6479
1988;6;1;1979;4786;6765
1988;6;2;2096;4853;6949
1988;6;3;2247;5208;7455
1988;6;4;2420;5269;7689
1988;6;5;2597;5581;8178
1988;6;6;3010;6128;9138
1988;6;7;3268;6438;9706
1988;6;8;3179;6092;9271
1988;6;9;2096;3764;5860
1988;7;0;2263;3991;6254
1988;7;1;2246;3778;6024
1988;7;2;2511;3884;6395
1988;7;3;4340;6480;10820
1988;7;4;5466;7760;13226
1988;7;5;6213;8344;14557
1988;7;6;6552;8275;14827
1988;7;7;7238;8523;15761
1988;7;8;8217;9017;17234
1988;7;9;8726;8867;17593
1988;8;0;9529;8911;18440
1988;8;1;9830;8816;18646
1988;8;2;10571;8546;19117
1988;8;3;10984;8070;19054
1988;8;4;11089;7630;18719
1988;8;5;11306;7352;18658
1988;8;6;11307;6456;17763
1988;8;7;10667;5661;16328
1988;8;8;9872;4948;14820
1988;8;9;8816;3955;12771
1988;9;0;8081;3278;11359
1988;9;1;7311;2617;9928
1988;9;2;6143;1921;8064
1988;9;3;4907;1384;6291
1988;9;4;3993;1030;5023
1988;9;5;3103;730;3833
1988;9;6;2349;531;2880
1988;9;7;1732;377;2109
1988;9;8;1202;263;1465
1988;9;9;781;172;953
1988;10;0;572;98;670
1988;10;1;313;68;381
1988;10;2;185;32;217
1988;10;3;148;20;168
1988;10;4;67;6;73
1988;10;5;32;1;33
1988;10;6;18;4;22
1988;10;7;13;2;15
1988;10;8;4;1;5
1988;10;9;5;1;6
1988;11;0;3;0;3
1988;11;1;0;0;0
1988;11;2;1;0;1
1988;11;3;0;0;0
1988;11;4;1;2;3
1988;11;5;0;0;0
1988;11;6;0;0;0
1988;11;7;0;0;0
1988;11;8;0;0;0
1988;11;9;0;0;0
1989;   ;0;2391;3378;5769
1989;   ;1;217;268;485
1989;   ;2;122;162;284
1989;   ;3;108;156;264
1989;   ;4;88;103;191
1989;   ;5;74;93;167
1989;   ;6;70;116;186
1989;   ;7;65;88;153
1989;   ;8;62;81;143
1989;   ;9;65;93;158
1989;1;0;70;80;150
1989;1;1;59;82;141
1989;1;2;56;84;140
1989;1;3;79;101;180
1989;1;4;87;152;239
1989;1;5;102;195;297
1989;1;6;101;279;380
1989;1;7;148;401;549
1989;1;8;190;514;704
1989;1;9;201;589;790
1989;2;0;214;608;822
1989;2;1;191;680;871
1989;2;2;188;693;881
1989;2;3;210;688;898
1989;2;4;223;673;896
1989;2;5;207;704;911
1989;2;6;243;690;933
1989;2;7;206;671;877
1989;2;8;244;676;920
1989;2;9;259;694;953
1989;3;0;259;736;995
1989;3;1;272;701;973
1989;3;2;273;771;1044
1989;3;3;336;798;1134
1989;3;4;383;909;1292
1989;3;5;350;871;1221
1989;3;6;404;926;1330
1989;3;7;431;1048;1479
1989;3;8;436;1093;1529
1989;3;9;588;1112;1700
1989;4;0;551;1247;1798
1989;4;1;620;1426;2046
1989;4;2;596;1445;2041
1989;4;3;592;1430;2022
1989;4;4;560;1319;1879
1989;4;5;604;1330;1934
1989;4;6;561;1383;1944
1989;4;7;575;1374;1949
1989;4;8;572;1464;2036
1989;4;9;771;1827;2598
1989;5;0;802;1957;2759
1989;5;1;866;2212;3078
1989;5;2;957;2314;3271
1989;5;3;1016;2618;3634
1989;5;4;1129;2909;4038
1989;5;5;1220;3124;4344
1989;5;6;1300;3328;4628
1989;5;7;1511;3718;5229
1989;5;8;1615;4142;5757
1989;5;9;1695;4297;5992
1989;6;0;1745;4470;6215
1989;6;1;1935;4806;6741
1989;6;2;2047;4895;6942
1989;6;3;2251;5122;7373
1989;6;4;2485;5561;8046
1989;6;5;2668;5605;8273
1989;6;6;2767;5811;8578
1989;6;7;3116;6317;9433
1989;6;8;3399;6777;10176
1989;6;9;3302;6308;9610
1989;7;0;2253;4042;6295
1989;7;1;2421;4019;6440
1989;7;2;2348;3775;6123
1989;7;3;2554;4099;6653
1989;7;4;4700;6696;11396
1989;7;5;6030;7938;13968
1989;7;6;6607;8495;15102
1989;7;7;7017;8557;15574
1989;7;8;7593;8633;16226
1989;7;9;8623;9109;17732
1989;8;0;9415;8839;18254
1989;8;1;9896;8836;18732
1989;8;2;10557;8639;19196
1989;8;3;10939;8268;19207
1989;8;4;11429;7781;19210
1989;8;5;11557;7315;18872
1989;8;6;11454;6699;18153
1989;8;7;11241;6165;17406
1989;8;8;10587;5306;15893
1989;8;9;9516;4312;13828
1989;9;0;8672;3505;12177
1989;9;1;7458;2767;10225
1989;9;2;6641;2103;8744
1989;9;3;5483;1522;7005
1989;9;4;4343;1046;5389
1989;9;5;3489;860;4349
1989;9;6;2593;598;3191
1989;9;7;1764;368;2132
1989;9;8;1310;255;1565
1989;9;9;861;186;1047
1989;10;0;650;99;749
1989;10;1;367;71;438
1989;10;2;245;28;273
1989;10;3;152;20;172
1989;10;4;70;8;78
1989;10;5;36;4;40
1989;10;6;20;4;24
1989;10;7;15;0;15
1989;10;8;8;1;9
1989;10;9;5;1;6
1989;11;0;0;0;0
1989;11;1;0;0;0
1989;11;2;0;0;0
1989;11;3;0;0;0
1989;11;4;1;1;2
1989;11;5;0;0;0
1989;11;6;0;0;0
1989;11;7;0;0;0
1989;11;8;0;0;0
1989;11;9;0;0;0
1990;   ;0;2315;3284;5599
1990;   ;1;184;269;453
1990;   ;2;119;184;303
1990;   ;3;86;134;220
1990;   ;4;74;109;183
1990;   ;5;62;91;153
1990;   ;6;64;89;153
1990;   ;7;58;72;130
1990;   ;8;57;77;134
1990;   ;9;64;82;146
1990;1;0;62;88;150
1990;1;1;55;75;130
1990;1;2;55;88;143
1990;1;3;68;69;137
1990;1;4;59;121;180
1990;1;5;92;204;296
1990;1;6;109;249;358
1990;1;7;164;375;539
1990;1;8;177;522;699
1990;1;9;187;593;780
1990;2;0;184;583;767
1990;2;1;180;682;862
1990;2;2;175;683;858
1990;2;3;190;673;863
1990;2;4;196;677;873
1990;2;5;220;673;893
1990;2;6;242;705;947
1990;2;7;249;704;953
1990;2;8;227;677;904
1990;2;9;236;772;1008
1990;3;0;272;722;994
1990;3;1;281;819;1100
1990;3;2;274;754;1028
1990;3;3;315;842;1157
1990;3;4;359;872;1231
1990;3;5;362;905;1267
1990;3;6;409;975;1384
1990;3;7;396;1027;1423
1990;3;8;483;1174;1657
1990;3;9;471;1154;1625
1990;4;0;521;1327;1848
1990;4;1;556;1397;1953
1990;4;2;614;1500;2114
1990;4;3;665;1590;2255
1990;4;4;612;1514;2126
1990;4;5;562;1406;1968
1990;4;6;627;1501;2128
1990;4;7;614;1525;2139
1990;4;8;612;1496;2108
1990;4;9;590;1450;2040
1990;5;0;785;1897;2682
1990;5;1;846;1985;2831
1990;5;2;929;2222;3151
1990;5;3;944;2507;3451
1990;5;4;1078;2646;3724
1990;5;5;1179;3081;4260
1990;5;6;1281;3167;4448
1990;5;7;1340;3429;4769
1990;5;8;1622;3805;5427
1990;5;9;1727;4167;5894
1990;6;0;1764;4347;6111
1990;6;1;1839;4605;6444
1990;6;2;2012;4894;6906
1990;6;3;2156;5139;7295
1990;6;4;2323;5343;7666
1990;6;5;2373;5510;7883
1990;6;6;2642;5646;8288
1990;6;7;2953;5927;8880
1990;6;8;3296;6460;9756
1990;6;9;3694;6770;10464
1990;7;0;3472;6237;9709
1990;7;1;2437;4221;6658
1990;7;2;2586;4248;6834
1990;7;3;2597;3941;6538
1990;7;4;2861;4123;6984
1990;7;5;5184;6886;12070
1990;7;6;6247;8132;14379
1990;7;7;7212;8589;15801
1990;7;8;7406;8602;16008
1990;7;9;8443;8437;16880
1990;8;0;9145;8784;17929
1990;8;1;9872;9003;18875
1990;8;2;10612;8648;19260
1990;8;3;10857;8394;19251
1990;8;4;11217;8014;19231
1990;8;5;11364;7301;18665
1990;8;6;11455;6806;18261
1990;8;7;11214;6238;17452
1990;8;8;10678;5664;16342
1990;8;9;10096;4661;14757
1990;9;0;8863;3735;12598
1990;9;1;7638;3014;10652
1990;9;2;6847;2279;9126
1990;9;3;5755;1806;7561
1990;9;4;4687;1201;5888
1990;9;5;3497;833;4330
1990;9;6;2733;601;3334
1990;9;7;1982;419;2401
1990;9;8;1330;259;1589
1990;9;9;954;204;1158
1990;10;0;681;138;819
1990;10;1;431;72;503
1990;10;2;280;39;319
1990;10;3;142;13;155
1990;10;4;85;11;96
1990;10;5;42;4;46
1990;10;6;24;4;28
1990;10;7;12;1;13
1990;10;8;4;0;4
1990;10;9;3;0;3
1990;11;0;2;1;3
1990;11;1;1;0;1
1990;11;2;0;0;0
1990;11;3;0;0;0
1990;11;4;0;0;0
1990;11;5;0;0;0
1990;11;6;1;0;1
1990;11;7;0;0;0
1990;11;8;0;0;0
1990;11;9;0;0;0
1991;   ;0;2269;3242;5511
1991;   ;1;213;279;492
1991;   ;2;137;146;283
1991;   ;3;86;121;207
1991;   ;4;88;110;198
1991;   ;5;74;90;164
1991;   ;6;64;109;173
1991;   ;7;53;75;128
1991;   ;8;66;77;143
1991;   ;9;57;79;136
1991;1;0;53;86;139
1991;1;1;60;91;151
1991;1;2;56;91;147
1991;1;3;64;105;169
1991;1;4;66;114;180
1991;1;5;91;163;254
1991;1;6;113;246;359
1991;1;7;133;331;464
1991;1;8;181;492;673
1991;1;9;182;579;761
1991;2;0;189;660;849
1991;2;1;171;638;809
1991;2;2;212;652;864
1991;2;3;198;664;862
1991;2;4;205;681;886
1991;2;5;212;695;907
1991;2;6;268;744;1012
1991;2;7;255;729;984
1991;2;8;234;761;995
1991;2;9;286;757;1043
1991;3;0;254;816;1070
1991;3;1;279;847;1126
1991;3;2;305;863;1168
1991;3;3;320;849;1169
1991;3;4;375;856;1231
1991;3;5;374;950;1324
1991;3;6;374;982;1356
1991;3;7;375;1059;1434
1991;3;8;442;1109;1551
1991;3;9;462;1200;1662
1991;4;0;538;1360;1898
1991;4;1;611;1497;2108
1991;4;2;627;1538;2165
1991;4;3;655;1620;2275
1991;4;4;688;1772;2460
1991;4;5;671;1593;2264
1991;4;6;611;1466;2077
1991;4;7;658;1578;2236
1991;4;8;653;1656;2309
1991;4;9;676;1626;2302
1991;5;0;631;1524;2155
